;FAMI_ESTRATOVIVIENDA;ESTU_DEPTO_RESIDE;FAMI_TIENELAVADORA;PUNT_SOCIALES_CIUDADANAS;PUNT_MATEMATICAS;PUNT_INGLES;PUNT_LECTURA_CRITICA;PUNT_C_NATURALES;PUNT_GLOBAL
429;Sin Estrato;CAUCA;No;38.36904761904762;42.154761904761905;39.225;43.74404761904762;41.46190476190476;206.30119047619047
430;Sin Estrato;CAUCA;Si;40.78393351800554;44.6814404432133;41.229916897506925;46.21329639889197;42.903047091412745;217.30193905817174
431;Sin Estrato;CESAR;No;40.25185185185185;43.91481481481482;40.27777777777778;45.61851851851852;42.67407407407408;214.51111111111112
432;Sin Estrato;CESAR;Si;40.18647540983606;43.94877049180328;41.64549180327869;45.752049180327866;42.60245901639344;215.04303278688525
433;Sin Estrato;CHOCO;No;35.51598173515982;37.50228310502283;37.858447488584474;40.821917808219176;36.43835616438356;187.9497716894977
434;Sin Estrato;CHOCO;Si;36.72764227642276;41.11991869918699;39.63414634146341;42.66260162601626;38.729674796747965;199.0040650406504
435;Sin Estrato;CORDOBA;No;37.95049504950495;40.945544554455445;39.56188118811881;43.76732673267327;40.59653465346535;203.59158415841586
436;Sin Estrato;CORDOBA;Si;39.15649278579356;43.09544950055494;40.96115427302997;45.6315205327414;42.587125416204216;212.45948945615982
437;Sin Estrato;CUNDINAMARCA;No;43.1044776119403;46.65174129353234;41.65174129353234;47.25373134328358;44.6318407960199;225.60696517412936
438;Sin Estrato;CUNDINAMARCA;Si;45.26555023923445;49.67464114832536;45.94019138755981;50.89712918660287;46.87081339712919;240.00478468899522
439;Sin Estrato;EXTRANJERO;Si;33.0;48.0;36.0;36.0;44.0;200.0
440;Sin Estrato;GUAINIA;No;34.80281690140845;40.394366197183096;39.7887323943662;39.70422535211268;38.929577464788736;192.83098591549296
441;Sin Estrato;GUAINIA;Si;47.07692307692308;48.07692307692308;44.38461538461539;49.15384615384615;47.76923076923077;238.69230769230768
442;Sin Estrato;GUAVIARE;No;39.19444444444444;44.34722222222222;39.291666666666664;44.083333333333336;41.77777777777778;210.55555555555554
443;Sin Estrato;GUAVIARE;Si;38.94444444444444;42.138888888888886;38.0;43.916666666666664;40.638888888888886;205.66666666666666
444;Sin Estrato;HUILA;No;42.42857142857143;46.87074829931973;41.65986394557823;47.476190476190474;44.97959183673469;225.76190476190476
445;Sin Estrato;HUILA;Si;42.9875;48.0875;44.38125;49.3;46.1625;232.33125
446;Sin Estrato;LA GUAJIRA;No;36.865503080082135;40.24640657084189;38.502053388090346;41.86344969199179;39.01334702258727;197.10472279260782
447;Sin Estrato;LA GUAJIRA;Si;38.85694050991501;42.522662889518415;39.98300283286119;44.936260623229465;41.30878186968839;208.77620396600565
448;Sin Estrato;MAGDALENA;No;37.822641509433964;41.41132075471698;38.4811320754717;42.90377358490566;40.02075471698113;201.91698113207548
449;Sin Estrato;MAGDALENA;Si;37.85533453887884;41.41500904159132;39.15280289330922;43.80650994575045;40.27396021699819;203.5388788426763
450;Sin Estrato;META;No;41.25764192139738;46.03930131004367;41.842794759825324;46.786026200873366;43.34061135371179;220.80349344978166
451;Sin Estrato;META;Si;42.87570621468927;48.112994350282484;43.41242937853107;48.621468926553675;45.42372881355932;230.21468926553672
452;Sin Estrato;NARIÑO;No;41.52755905511811;45.61889763779528;42.22677165354331;46.880314960629924;44.05984251968504;221.7212598425197
453;Sin Estrato;NARIÑO;Si;39.368869936034116;43.23667377398721;40.28144989339019;45.50959488272921;41.79744136460555;211.56289978678038
454;Sin Estrato;NORTE SANTANDER;No;42.770114942528735;47.46551724137931;41.82183908045977;46.85057471264368;44.6551724137931;225.79310344827587
455;Sin Estrato;NORTE SANTANDER;Si;43.04739336492891;46.93838862559242;43.46919431279621;48.26066350710901;45.06161137440758;228.23222748815166
456;Sin Estrato;PUTUMAYO;No;40.28888888888889;45.32222222222222;41.31111111111111;45.72;43.9;218.07333333333332
457;Sin Estrato;PUTUMAYO;Si;42.8705035971223;48.460431654676256;43.81294964028777;49.381294964028775;45.36690647482014;231.58273381294964
458;Sin Estrato;QUINDIO;No;41.833333333333336;44.861111111111114;39.44444444444444;49.361111111111114;42.47222222222222;221.11111111111111
459;Sin Estrato;QUINDIO;Si;42.30555555555556;45.925925925925924;44.56481481481482;47.25925925925926;44.129629629629626;224.38888888888889
460;Sin Estrato;RISARALDA;No;37.45454545454545;41.21212121212121;40.09090909090909;42.13636363636363;38.92424242424242;199.72727272727272
461;Sin Estrato;RISARALDA;Si;45.60683760683761;48.70940170940171;47.73504273504273;51.324786324786324;46.26495726495727;239.76068376068375
462;Sin Estrato;SAN ANDRES;No;32.0;28.0;63.0;47.0;37.0;190.0
463;Sin Estrato;SAN ANDRES;Si;37.57142857142857;43.285714285714285;49.23809523809524;45.714285714285715;40.04761904761905;211.1904761904762
464;Sin Estrato;SANTANDER;No;42.60740740740741;48.044444444444444;44.06666666666667;48.903703703703705;44.82222222222222;229.6888888888889
465;Sin Estrato;SANTANDER;Si;45.38253012048193;50.58132530120482;45.74698795180723;51.45783132530121;48.19879518072289;243.31927710843374
466;Sin Estrato;SUCRE;No;38.36213991769547;42.382716049382715;39.794238683127574;44.57201646090535;41.79012345679013;208.10288065843622
467;Sin Estrato;SUCRE;Si;38.782340862423;42.671457905544145;39.83367556468173;44.51950718685831;41.48870636550308;208.55441478439425
468;Sin Estrato;TOLIMA;No;39.09722222222222;42.166666666666664;39.791666666666664;44.31944444444444;40.861111111111114;207.3287037037037
469;Sin Estrato;TOLIMA;Si;42.642857142857146;45.967532467532465;42.4025974025974;48.064935064935064;44.13636363636363;224.95454545454547
470;Sin Estrato;VALLE;No;40.20385674931129;42.99449035812672;40.93939393939394;45.823691460055095;41.201101928374655;212.1625344352617
471;Sin Estrato;VALLE;Si;42.439418416801296;45.66558966074314;44.36348949919225;47.80613893376414;43.95638126009693;224.6058158319871
472;Sin Estrato;VAUPES;No;37.732142857142854;40.75;40.0;42.035714285714285;40.4375;201.08928571428572
473;Sin Estrato;VAUPES;Si;38.92307692307692;42.23076923076923;44.15384615384615;46.84615384615385;41.84615384615385;213.0
474;Sin Estrato;VICHADA;No;38.24;42.0;38.64;42.84;41.57333333333333;204.88
475;Sin Estrato;VICHADA;Si;42.92307692307692;46.73076923076923;42.84615384615385;50.38461538461539;44.96153846153846;229.92307692307693
